Story Heading,Story Excerpt,Section,Date,Source
India clinch T20 series after blasting New Zealand in Super Over,Rohit Sharma leads his team to victory after hitting two sixes in final over.,Sport,29-1-2020,all
Pakistan backs Palestinian state with pre-1967 borders Jerusalem as capital,Announcement comes day after Trump unveiled a Middle East plan as solution to one of world's longest-running conflicts.,Pakistan,29-1-2020,all
Sonya Hussyn turned down Meray Paas Tum Ho's lead role for all the right reasons,I know it's a story but I can't see women characterised in such a negative light she said.,Pakistan,29-1-2020,all
Shahzeb Khanzada stands by his show on PTI’s Tareen says will not apologise,"Jahangir Tareen had sent Rs1bn defamation notices to anchors Khanzada and Waseem Badami for ""false imputations"" on TV.",Pakistan,29-1-2020,all
Zahid Ahmed locked in as third lead for upcoming Saba Qamar Syed Jibran starrer,The actor will play a police officer in the film.,Pakistan,29-1-2020,all
2 mortar shells fired from Afghanistan territory: FO,Torkham border gate has been closed for security reasons.,Pakistan,29-1-2020,all
A simple guide to dealing with a new mother in Pakistan,After having their membranes ruptured new mums are made to be a part of a 'giant circus' in our desi culture,Pakistan,29-1-2020,all
PTM's Dawar released; 23 others sent to Adiala Jail,On Tuesday PTM MNA Dawar and 28 others were arrested while protesting against Manzoor Pashteen's arrest.,Pakistan,29-1-2020,all
4 Pakistani students in China diagnosed with coronavirus,No cases of the virus inside Pakistan says Dr Zafar Mirza.,Pakistan,30-1-2020,all
'Roger is Roger' — Djokovic not underestimating ageless great,The pair enjoy one of world sport's greatest rivalries and will be facing each other on Thursday for the 50th time.,Sport,29-1-2020,all
Sarfaraz Ahmed introduces his baby girl to the world,"""Blessed with baby girl"" wrote the cricketer",Pakistan,29-1-2020,all
IHC seeks reply from Faisal Vawda on plea seeking his disqualification,According to the petition the minister was a dual national when he filed his nomination papers to the ECP in 2018.,Pakistan,29-1-2020,all
Initial probe suggests aircraft fire at Karachi airport may have been deliberate,CAA forms a six-member fact-finding committee to probe the cause of the incident and ascertain the damage.,Pakistan,29-1-2020,all
PM orders speedy completion of CPEC projects,"""China has always supported Pakistan during difficult times"" says the premier.",Business,29-1-2020,all
Editorial: When it comes to the railways the time for false promises and crocodile tears must end,Looking after the railways carries enormous responsibility given the millions of people who travel on it.,Pakistan,29-1-2020,all
Humanity continues to face two existential challenges — climate change and nuclear war,Pakistan’s policies will have to be framed communicated and implemented within the context of these threats.,Pakistan,29-1-2020,all
Special drive against poliovirus type 2 being launched in KP today,The campaign will be carried out in 15 districts of KP.,Pakistan,29-1-2020,all
PHC seeks report about re-appointment of special secretary to PA speaker,The bench observes that if it is proven that the court’s order was violated they will summon the speaker.,Pakistan,29-1-2020,all
KP govt to check price hike through ‘independent’ mechanism,Yousafzai says prices of commodities in all districts will be uploaded on the CM and chief secretary's dashboards daily.,Pakistan,29-1-2020,all
Ahsan Iqbal’s brother seeks pre-arrest bail,Petitioner says he has been victimised for being the brother of the former interior minister who is already behind bars.,Pakistan,29-1-2020,all
Tezgam inferno: SC reprimand makes Pakistan Railways admin suspend senior official,The official who had been found negligent in a previous inquiry report was allowed to work without facing any action.,Pakistan,29-1-2020,all
CM House episode: IGP assures House of ‘taking care of all complaints’ of MPs,The IGP was summoned after police reportedly stopped the deputy speaker's staff from entering CM house a day earlier.,Pakistan,29-1-2020,all
Massive power breakdown in Larkana Naudero after fire destroys grid station,The cause of the fire was a short circuit says executive engineer Mushtaq Ahmed Burdi.,Pakistan,29-1-2020,all
Rate of wheat climbs down but no cut in flour price,“The price cut has been made specifically for Karachi” says Chairman Pakistan Flour Mills Association Sindh Zone.,Newspaper,29-1-2020,all
PTI leader’s petition for making three JIT reports public allowed,PTI leader Syed Ali Zaidi now a federal minister had petitioned the high court in 2017.,Pakistan,29-1-2020,all
Fazaia Housing Scheme: PAF offers NAB help to redress grievances of 5700 victims of housing scam,Two builders Tanveer Ahmed and Bilal Tanveer have been arrested and are currently in NAB custody.,Pakistan,29-1-2020,all
SHC lifts stay order on transfer of police chief,The SHC had restrained provincial authorities from surrendering the IGP's services without consulting the federal govt.,Pakistan,29-1-2020,all
Police arrest Indian protest organiser on sedition charges,Sharjeel Imam says the BJP is trying to vilify him in order to discredit the largely leaderless protest movement.,Newspaper,29-1-2020,all
Taliban Afghan forces clash near US jet crash site,Official says at least once person has been killed in the fighting between the Taliban and Afghan forces.,Newspaper,29-1-2020,all
Police clear hundreds from Paris migrant camp,Police say 1436 people have been removed from the camp where they had been living in tents along the Paris ring road.,Newspaper,29-1-2020,all
Netanyahu formally charged with graft after dropping immunity bid,The indictment came while the Israeli prime minister was in Washington for a meeting with Donald Trump.,Newspaper,29-1-2020,all
Rain halts solid Sri Lanka reply in final Zimbabwe Test,Sri Lanka openers Dimuth Karunaratne and Oshada Fernando added 94 for the first wicket before both fell for 44.,Newspaper,29-1-2020,all
SA face tough time but Du Plessis sees some light,South Africa were handed an eighth defeat in their last nine Tests — their worst run in over 100 years.,Newspaper,29-1-2020,all
Rollercoaster ride for Stokes after father’s illness,“It’s been a bit of a rollercoaster with everything that’s gone on to be honest” he says.,Newspaper,29-1-2020,all
India won’t play Asia Cup in Pakistan: BCCI,A BCCI official says that hosting rights are not an issue and it is just an issue of picking a neutral venue.,Newspaper,29-1-2020,all
Stocks lose 240 points on foreign selling,The local market took cue from global stocks and commodities which reeled from the outbreak of coronavirus.,Newspaper,29-1-2020,all
Senate committee clears Geographical Indications Bill,The bill aims to protect the commercial heritage of Pakistan-origin goods.,Newspaper,29-1-2020,all
Economic Coor­dination Committee to take up 15pc gas tariff hike today,The ECC had put the matter on hold on Jan 20 due to the prevailing controversy over wheat and sugar prices.,Newspaper,29-1-2020,all
Two ‘terrorists’ killed in gun battle were TTP members: Langove,He further alleges that the suspects were involved in many attacks on security forces.,Pakistan,29-1-2020,all
IHC asked to disqualify Vawda over dual nationality,The court will take up the petition filed by lawyer Mian Faisal today.,Pakistan,29-1-2020,all
Threat of coronavirus outbreak sets off alarm bells in Senate,PTI leader seeks details of precautionary measures implemented at airports and highways by NHS.,Pakistan,29-1-2020,all
Spread of coronavirus through Khunjerab Pass feared,The health department has recommended deployment of medical staff to the border.,Pakistan,29-1-2020,all
Pakistan organising two-day trade conference in Kenya,The conference will be held in Nairobi from January 30 to Jan 31.,Pakistan,29-1-2020,all
China fighting ‘demon’ virus: Xi,"""The epidemic is a demon and we cannot let this demon hide"" he says.",Newspaper,29-1-2020,all
Counsel terms case against Justice Isa outcome of personal grudges,Justice Bandial says conduct of judges should be above board and open to public scrutiny.,Pakistan,29-1-2020,all
Politics-sugar barons nexus shortchanges consumer farmer,Sweetener industry is helped by favourable govt policies that restrict competition and reward uncompetitive practices.,Newspaper,29-1-2020,all
Pakistan has made significant progress to get off FATF grey list: SBP chief,Dr Reza Baqir says the country will have to continue making progress in this direction.,Newspaper,21-2-2020,all
Senate panel wants those excluded from BISP heard out,Directs relevant authorities to issue show-cause notices to them to ensure fair treatment.,Pakistan,29-1-2020,all
Is Pakistan the next big market for tech startups?,Market of over 220m people increasing local capital creating opportunities for tech entrepreneurs.,Tech,30-1-2020,all
PM Imran forms committees to woo disgruntled allies,Decision was taken during a party meeting held in the PM Office.,Pakistan,30-1-2020,all
Honoured to see Indians happy over my exit says DG ISPR before bowing out,"""I am saying this again: you may start a war but we will be the ones to end it"" Maj Gen Ghafoor tells Indian leaders.",Pakistan,31-1-2020,all
Shehbaz files defamation suit against UK publications journalist David Rose over 2019 article,"Former CM addresses press conference in London says suit filed because ""politically motivated"" article not taken down.",Pakistan,30-1-2020,all
Evacuation of Pakistanis in China against larger interest of country says Dr Zafar Mirza,Premier's aide says China's policies to deal with the virus are adequate.,Pakistan,31-1-2020,all
