Story Heading,Story Excerpt,Section,Date,Source
Analysis: Potential thaw on the horizon in India trade ties?,Billions flowing between both nations through smuggling and ‘rerouting’ underscore potential benefits of normalising trade relations.,Pakistan,1-7-2024,dawn
CJP comes to ECP’s rescue on reserved seats,Top judge notes court can only intervene if commission crosses constitutional boundaries.,Pakistan,2-7-2024,dawn
CJP comes to ECP’s rescue on reserved seats,Top judge notes court can only intervene if commission crosses constitutional boundaries.,Pakistan,2-7-2024,dawn
Imran’s detention ‘illegal’ ‘politically motivated’: UN body,In its opinion Working Group on Arbitrary Detention calls on govt to release PTI founder,Pakistan,2-7-2024,dawn
Imran’s detention ‘illegal’ ‘politically motivated’: UN body,In its opinion Working Group on Arbitrary Detention calls on govt to release PTI founder,Pakistan,2-7-2024,dawn
Heavy rain forecast spurs NDMA into action,RAWALPINDI: The Nat­­ional Disaster Manage­ment Authority (NDMA) has activated its emerge­ncy centre in...,Pakistan,2-7-2024,dawn
Heavy rain forecast spurs NDMA into action,RAWALPINDI: The Nat­­ional Disaster Manage­ment Authority (NDMA) has activated its emerge­ncy centre in...,Pakistan,2-7-2024,dawn
ATC issues non-bailable warrants for KP CM Gandapur,Judge says he would review the order of arrest warrants on the next date of hearing when the accused would appear before court.,Pakistan,2-7-2024,dawn
ATC issues non-bailable warrants for KP CM Gandapur,Judge says he would review the order of arrest warrants on the next date of hearing when the accused would appear before court.,Pakistan,2-7-2024,dawn
The surveillance system keeping tabs on millions,PTA-mandated Lawful Intercept Management System can retrieve data of any consumer eavesdrop on voice calls and read SMSes.,Pakistan,2-7-2024,dawn
The surveillance system keeping tabs on millions,PTA-mandated Lawful Intercept Management System can retrieve data of any consumer eavesdrop on voice calls and read SMSes.,Pakistan,2-7-2024,dawn
Controversial tax drives fuel dealers to strike,"Govt ""concedes"" mistake gives assurance it will withdraw the tax soon.",Pakistan,3-7-2024,dawn
Controversial tax drives fuel dealers to strike,"Govt ""concedes"" mistake gives assurance it will withdraw the tax soon.",Pakistan,3-7-2024,dawn
Govt US call Imran’s trials ‘an internal matter’,ISLAMABAD: The government and its allies on Tuesday rejected the recommendations of a UN working group regarding the...,Pakistan,3-7-2024,dawn
Govt US call Imran’s trials ‘an internal matter’,ISLAMABAD: The government and its allies on Tuesday rejected the recommendations of a UN working group regarding the...,Pakistan,3-7-2024,dawn
PM seeks more bilateral trade with Dushanbe,• Pakistan interested in joining China-Tajikistan-Afghanistan trade corridor • High-level committee formed to tackle monsoon,Pakistan,3-7-2024,dawn
PM seeks more bilateral trade with Dushanbe,• Pakistan interested in joining China-Tajikistan-Afghanistan trade corridor • High-level committee formed to tackle monsoon,Pakistan,3-7-2024,dawn
‘Doctrine of necessity’ echoes in Courtroom No 1 again,"Justice Isa regrets how some judges are ""imposing their will"" on parliament; Justice Minallah terms PTI’s exclusion from polls ""a grave violation”.",Pakistan,3-7-2024,dawn
‘Doctrine of necessity’ echoes in Courtroom No 1 again,"Justice Isa regrets how some judges are ""imposing their will"" on parliament; Justice Minallah terms PTI’s exclusion from polls ""a grave violation”.",Pakistan,3-7-2024,dawn
LHC gets first woman chief justice Aalia Neelum,JCP also recommends elevating Justice Shafi Siddiqui as SHC top judge.,Pakistan,3-7-2024,dawn
LHC gets first woman chief justice Aalia Neelum,JCP also recommends elevating Justice Shafi Siddiqui as SHC top judge.,Pakistan,3-7-2024,dawn
PM wants ‘barter system’ to push trade with Russia,Xi Putin hail efforts to ‘harden’ anti-West alliance.,Pakistan,4-7-2024,dawn
PM wants ‘barter system’ to push trade with Russia,Xi Putin hail efforts to ‘harden’ anti-West alliance.,Pakistan,4-7-2024,dawn
Ex-senator among five killed in Bajaur blast,• Up to 7kg of explosives used in remote-controlled IED attack • Key militant ‘commander’ killed in Bajaur operation,Pakistan,4-7-2024,dawn
Ex-senator among five killed in Bajaur blast,• Up to 7kg of explosives used in remote-controlled IED attack • Key militant ‘commander’ killed in Bajaur operation,Pakistan,4-7-2024,dawn
Tax exemption for army men bureaucrats challenged in LHC,Petition filed by citizen says tax exemption in violation of the equality clause of the Constitution.,Pakistan,4-7-2024,dawn
Tax exemption for army men bureaucrats challenged in LHC,Petition filed by citizen says tax exemption in violation of the equality clause of the Constitution.,Pakistan,4-7-2024,dawn
Bidders interested but wary of EU ban on PIA,Minister says airline has best routes concerns to be resolved in due course; hotels’ proceeds will be used to pay off PIA.,Pakistan,4-7-2024,dawn
Bidders interested but wary of EU ban on PIA,Minister says airline has best routes concerns to be resolved in due course; hotels’ proceeds will be used to pay off PIA.,Pakistan,4-7-2024,dawn
Islamabad court acquits Imran others in ECP protest case,Asad Umar Fawad Sheikh Rashid Faisal Javed among those booked last year by Aabpara police.,Pakistan,4-7-2024,dawn
Islamabad court acquits Imran others in ECP protest case,Asad Umar Fawad Sheikh Rashid Faisal Javed among those booked last year by Aabpara police.,Pakistan,4-7-2024,dawn
Labour in commanding position as UK votes today,Economy immigration Gaza conflict among key issues at play; a dozen British-Pakistani candidates running in various constituencies.,Pakistan,4-7-2024,dawn
Labour in commanding position as UK votes today,Economy immigration Gaza conflict among key issues at play; a dozen British-Pakistani candidates running in various constituencies.,Pakistan,4-7-2024,dawn
SC suspends LHC order on poll tribunals,"Asks LHC’s chief justice and CEC for ""meaningful consultation"" to settle row; CJP says no to continued contempt of judiciary.",Pakistan,5-7-2024,dawn
SC suspends LHC order on poll tribunals,"Asks LHC’s chief justice and CEC for ""meaningful consultation"" to settle row; CJP says no to continued contempt of judiciary.",Pakistan,5-7-2024,dawn
Pakistan seeks joint front against terrorism at SCO,• PM urges Kabul to prevent cross-border terrorism asks world to engage with Afghanistan • Calls out Israeli aggression in Gaza,Pakistan,5-7-2024,dawn
Pakistan seeks joint front against terrorism at SCO,• PM urges Kabul to prevent cross-border terrorism asks world to engage with Afghanistan • Calls out Israeli aggression in Gaza,Pakistan,5-7-2024,dawn
Maryam vows no quarter for ‘vigilantism’,LAHORE: As she admitted that blasphemy allegations were also used to settle scores Punjab Chief Minister Maryam...,Pakistan,5-7-2024,dawn
Maryam vows no quarter for ‘vigilantism’,LAHORE: As she admitted that blasphemy allegations were also used to settle scores Punjab Chief Minister Maryam...,Pakistan,5-7-2024,dawn
Punjab govt wants social media gagged for six days of Muharram,Writes to interior ministry in bid to avoid spread of hate material; Home Dept asks for recordings of all majalis speeches by zaakirs.,Pakistan,5-7-2024,dawn
Punjab govt wants social media gagged for six days of Muharram,Writes to interior ministry in bid to avoid spread of hate material; Home Dept asks for recordings of all majalis speeches by zaakirs.,Pakistan,5-7-2024,dawn
Petroleum dealers split over strike amid govt manoeuvres,Dealers from Karachi say pumps nationwide to shut from 6am today; govt hints at higher commission passing on tax impact to consumers.,Pakistan,5-7-2024,dawn
Petroleum dealers split over strike amid govt manoeuvres,Dealers from Karachi say pumps nationwide to shut from 6am today; govt hints at higher commission passing on tax impact to consumers.,Pakistan,5-7-2024,dawn
Clock starts ticking for new UK premier,Starmer’s victory is not as much a Labour win as it is a Tory collapse.,Pakistan,6-7-2024,dawn
Clock starts ticking for new UK premier,Starmer’s victory is not as much a Labour win as it is a Tory collapse.,Pakistan,6-7-2024,dawn
Three killed in Mardan bomb attack,IED planted on roadside goes off as police van crosses the bridge; two constables among five hurt,Pakistan,6-7-2024,dawn
Three killed in Mardan bomb attack,IED planted on roadside goes off as police van crosses the bridge; two constables among five hurt,Pakistan,6-7-2024,dawn
Military brushes aside criticism of new ‘vision’,"""Unwarranted criticism"" by some quarters and ""deliberate misrepresentation"" of Azm-i-Istehkam ""only for furthering vested interests"" says COAS.",Pakistan,6-7-2024,dawn
Military brushes aside criticism of new ‘vision’,"""Unwarranted criticism"" by some quarters and ""deliberate misrepresentation"" of Azm-i-Istehkam ""only for furthering vested interests"" says COAS.",Pakistan,6-7-2024,dawn
More fuel charges in power bills but some relief for KE customers,Discos allowed Rs3.33 hike for May KE to refund Rs1.67/unit for April usage.,Pakistan,6-7-2024,dawn
More fuel charges in power bills but some relief for KE customers,Discos allowed Rs3.33 hike for May KE to refund Rs1.67/unit for April usage.,Pakistan,6-7-2024,dawn
PTI desire to attend talks bodes well for rapprochement,Govt welcomes Imran's decision to partake in multi-party moot on Vision Azm-i-Istehkam; Tarar says no date finalised for consultation yet.,Pakistan,6-7-2024,dawn
PTI desire to attend talks bodes well for rapprochement,Govt welcomes Imran's decision to partake in multi-party moot on Vision Azm-i-Istehkam; Tarar says no date finalised for consultation yet.,Pakistan,6-7-2024,dawn
PM to ‘decide fate’ of social media during Muharram,Statement from interior ministry says no decision taken on provincial govts' requests for internet shutdown.,Pakistan,6-7-2024,dawn
PM to ‘decide fate’ of social media during Muharram,Statement from interior ministry says no decision taken on provincial govts' requests for internet shutdown.,Pakistan,6-7-2024,dawn
Reformist beats hardliner to win Iran presidency,President-elect Pezeshkian calls for better ties with West for revival of N-deal,Pakistan,7-7-2024,dawn
Reformist beats hardliner to win Iran presidency,President-elect Pezeshkian calls for better ties with West for revival of N-deal,Pakistan,7-7-2024,dawn
‘Awaam Pakistan’ party launched,ISLAMABAD: A number of disgruntled members from the country’s mainstream parties mostly from the ruling Pakistan...,Pakistan,7-7-2024,dawn
‘Awaam Pakistan’ party launched,ISLAMABAD: A number of disgruntled members from the country’s mainstream parties mostly from the ruling Pakistan...,Pakistan,7-7-2024,dawn
Melting glacier leaves hundreds homeless in Skardu,Skardu DC regrets that people have encroached upon nullahs to construct homes and buildings which have blocked the watercourse.,Pakistan,7-7-2024,dawn
Melting glacier leaves hundreds homeless in Skardu,Skardu DC regrets that people have encroached upon nullahs to construct homes and buildings which have blocked the watercourse.,Pakistan,7-7-2024,dawn
PML-Q throws its weight behind moot on Azm-i-Istehkam,Shujaat says peace with Afghanistan needed for regional stability.,Pakistan,7-7-2024,dawn
